dataset,source,source_file,version_year,record_type,name,收稿方向,abbreviation,issn,eissn,issn_eissn,publisher,url,area,area_en,level,sequence,impact_factor,wos_index,top,source_page,notes,cas_review,cas_oa_journal_index,cas_open_access,cas_label,cas_major_area,cas_major_partition,cas_major_rank,cas_subject_1,cas_subject_partition_1,cas_subject_rank_1,cas_subject_2,cas_subject_partition_2,cas_subject_rank_2,cas_subject_3,cas_subject_partition_3,cas_subject_rank_3,cas_subject_4,cas_subject_partition_4,cas_subject_rank_4,cas_subject_5,cas_subject_partition_5,cas_subject_rank_5,cas_subject_6,cas_subject_partition_6,cas_subject_rank_6,jcr_category_1,jcr_quartile_1,jcr_rank_1,jcr_category_2,jcr_quartile_2,jcr_rank_2,jcr_category_3,jcr_quartile_3,jcr_rank_3,jcr_category_4,jcr_quartile_4,jcr_rank_4,jcr_category_5,jcr_quartile_5,jcr_rank_5,jcr_category_6,jcr_quartile_6,jcr_rank_6,收稿方向_官网摘取,收稿方向_来源URL,收稿方向_证据,收稿方向_置信度,收稿方向_状态,收稿方向_更新时间
th_cpl,清华大学计算机学科群推荐学术会议和期刊列表（TH-CPL）,TH-CPL.csv,2019,journal,ACM Transactions on Autonomous and Adaptive Systems,高性能计算；High Performance Computing,TAAS,,,,,,高性能计算,High Performance Computing,B,1,,,,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,no_candidate_pages,2026-07-30T12:16:12+00:00
th_cpl,清华大学计算机学科群推荐学术会议和期刊列表（TH-CPL）,TH-CPL.csv,2019,journal,Journal of Parallel and Distributed Computing,高性能计算；High Performance Computing,JPDC,,,,,,高性能计算,High Performance Computing,B,2,,,,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,no_candidate_pages,2026-07-30T12:16:15+00:00
th_cpl,清华大学计算机学科群推荐学术会议和期刊列表（TH-CPL）,TH-CPL.csv,2019,journal,IEEE Transactions on Very Large Scale Integration (VLSI) Systems,高性能计算；High Performance Computing,TVLSI,,,,,,高性能计算,High Performance Computing,B,3,,,,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,no_candidate_pages,2026-07-30T12:16:18+00:00
th_cpl,清华大学计算机学科群推荐学术会议和期刊列表（TH-CPL）,TH-CPL.csv,2019,journal,ACM Transactions on Architecture and Code Optimization,高性能计算；High Performance Computing,TACO,,,,,,高性能计算,High Performance Computing,B,4,,,,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,no_candidate_pages,2026-07-30T12:16:22+00:00
th_cpl,清华大学计算机学科群推荐学术会议和期刊列表（TH-CPL）,TH-CPL.csv,2019,journal,Parallel Computing,高性能计算；High Performance Computing,PARCO,,,,,,高性能计算,High Performance Computing,B,5,,,,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,no_candidate_pages,2026-07-30T12:16:27+00:00
th_cpl,清华大学计算机学科群推荐学术会议和期刊列表（TH-CPL）,TH-CPL.csv,2019,journal,IEEE Transactions on Cloud Computing,高性能计算；High Performance Computing,TCC,,,,,,高性能计算,High Performance Computing,B,6,,,,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,no_candidate_pages,2026-07-30T12:16:31+00:00
th_cpl,清华大学计算机学科群推荐学术会议和期刊列表（TH-CPL）,TH-CPL.csv,2019,journal,ACM Journal on Emerging Technologies in Computing Systems,高性能计算；High Performance Computing,JETC,,,,,,高性能计算,High Performance Computing,B,7,,,,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,no_candidate_pages,2026-07-30T12:16:35+00:00
th_cpl,清华大学计算机学科群推荐学术会议和期刊列表（TH-CPL）,TH-CPL.csv,2019,journal,Cluster Computing,高性能计算；High Performance Computing,,,,,,,高性能计算,High Performance Computing,B,8,,,,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,no_candidate_pages,2026-07-30T12:16:39+00:00
th_cpl,清华大学计算机学科群推荐学术会议和期刊列表（TH-CPL）,TH-CPL.csv,2019,conference,"ACM International Conference on the applications, technologies, architectures, and protocols for computer communication",计算机网络；Computer Networks,SIGCOMM,,,,,,计算机网络,Computer Networks,A,1,,,,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,no_candidate_pages,2026-07-30T12:16:45+00:00
th_cpl,清华大学计算机学科群推荐学术会议和期刊列表（TH-CPL）,TH-CPL.csv,2019,conference,Symposium on Network System Design and Implementation,计算机网络；Computer Networks,NSDI,,,,,,计算机网络,Computer Networks,A,2,,,,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,no_candidate_pages,2026-07-30T12:16:50+00:00
th_cpl,清华大学计算机学科群推荐学术会议和期刊列表（TH-CPL）,TH-CPL.csv,2019,conference,ACM International Conference on Mobile Computing and Networking,计算机网络；Computer Networks,MOBICOM,,,,,,计算机网络,Computer Networks,A,3,,,,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,no_candidate_pages,2026-07-30T12:16:55+00:00
th_cpl,清华大学计算机学科群推荐学术会议和期刊列表（TH-CPL）,TH-CPL.csv,2019,conference,"International Conference on Mobile Systems, Applications, and Services",计算机网络；Computer Networks,MobiSys,,,,,,计算机网络,Computer Networks,A,4,,,,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,no_candidate_pages,2026-07-30T12:17:02+00:00
th_cpl,清华大学计算机学科群推荐学术会议和期刊列表（TH-CPL）,TH-CPL.csv,2019,conference,Internet Measurement Conference,计算机网络；Computer Networks,IMC,,,,,,计算机网络,Computer Networks,A,5,,,,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ACM互联网测量会议专注于互联网测量与分析，涵盖网络架构、协议、测量、运营、云与边缘系统、安全与隐私、数据驱动及AI驱动的网络方法。；关键词：互联网测量；网络分析；网络架构；协议；安全与隐私；数据驱动网络；AI驱动网络,http://www.sigcomm.org/events/imc-conference,The Internet Measurement Conference is an annual conference focusing on Internet measurement and analysis,high,ok,2026-07-30T12:11:54+00:00
th_cpl,清华大学计算机学科群推荐学术会议和期刊列表（TH-CPL）,TH-CPL.csv,2019,conference,International Conference on Information Processing in Sensor Networks,计算机网络；Computer Networks,IPSN,,,,,,计算机网络,Computer Networks,A,6,,,,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,no_candidate_pages,2026-07-30T12:17:05+00:00
th_cpl,清华大学计算机学科群推荐学术会议和期刊列表（TH-CPL）,TH-CPL.csv,2019,conference,ACM Conference on Embedded Networked Sensor Systems,计算机网络；Computer Networks,SenSys,,,,,,计算机网络,Computer Networks,A,7,,,,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,SenSys 2026征稿涵盖嵌入式人工智能、传感系统、物联网/信息物理系统，包括算法、应用、平台、安全、系统等方向，并接受经验类短文。；关键词：嵌入式人工智能；传感系统；物联网；信息物理系统；算法；应用；平台；安全；系统；经验,https://sensys.acm.org/2026/cfp.html,"SenSys 2026 welcomes original, high-impact research across embedded AI, sensing systems, and IoT/CPS.",high,ok,2026-07-30T12:11:54+00:00
th_cpl,清华大学计算机学科群推荐学术会议和期刊列表（TH-CPL）,TH-CPL.csv,2019,conference,IEEE International Conference on Computer Communications,计算机网络；Computer Networks,INFOCOM,,,,,,计算机网络,Computer Networks,A,8,,,,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,no_candidate_pages,2026-07-30T12:17:12+00:00
th_cpl,清华大学计算机学科群推荐学术会议和期刊列表（TH-CPL）,TH-CPL.csv,2019,conference,ACM International Conference on Emerging Networking Experiments and Technologies,计算机网络；Computer Networks,CoNEXT,,,,,,计算机网络,Computer Networks,A,9,,,,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,no_candidate_pages,2026-07-30T12:17:18+00:00
th_cpl,清华大学计算机学科群推荐学术会议和期刊列表（TH-CPL）,TH-CPL.csv,2019,conference,International Conference on Network Protocols,计算机网络；Computer Networks,ICNP,,,,,,计算机网络,Computer Networks,A,10,,,,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,no_candidate_pages,2026-07-30T12:17:21+00:00
th_cpl,清华大学计算机学科群推荐学术会议和期刊列表（TH-CPL）,TH-CPL.csv,2019,conference,International Symposium on Mobile Ad Hoc Networking and Computing,计算机网络；Computer Networks,MobiHoc,,,,,,计算机网络,Computer Networks,B,1,,,,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,no_candidate_pages,2026-07-30T12:17:27+00:00
th_cpl,清华大学计算机学科群推荐学术会议和期刊列表（TH-CPL）,TH-CPL.csv,2019,conference,The Workshop on Hot Topics in Networks,计算机网络；Computer Networks,HotNets,,,,,,计算机网络,Computer Networks,B,2,,,,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,涵盖安全、分布式系统、传感器网络、中间件、经济与管理等广泛网络主题，以及传统核心网络领域，征集早期创新性立场短文。；关键词：安全；分布式系统；传感器网络；中间件；经济与管理；核心网络；立场短文,http://www.sigcomm.org/events/hotnets-workshop,已废止自动候选：HotNets workshop，不是 CCF/TH-CPL 主会投稿轨范围。,low,superseded,2026-07-30T12:11:54+00:00
th_cpl,清华大学计算机学科群推荐学术会议和期刊列表（TH-CPL）,TH-CPL.csv,2019,conference,IEEE Global Communications Conference,计算机网络；Computer Networks,Globecom,,,,,,计算机网络,Computer Networks,B,3,,,,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,no_candidate_pages,2026-07-30T12:17:32+00:00
th_cpl,清华大学计算机学科群推荐学术会议和期刊列表（TH-CPL）,TH-CPL.csv,2019,conference,IEEE International Conference on Communications,计算机网络；Computer Networks,ICC,,,,,,计算机网络,Computer Networks,B,4,,,,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,no_candidate_pages,2026-07-30T12:17:36+00:00
th_cpl,清华大学计算机学科群推荐学术会议和期刊列表（TH-CPL）,TH-CPL.csv,2019,conference,International Workshop on Network and Operating System Support for Digital Audio and Video,计算机网络；Computer Networks,NOSSDAV,,,,,,计算机网络,Computer Networks,B,5,,,,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,no_candidate_pages,2026-07-30T12:17:40+00:00
th_cpl,清华大学计算机学科群推荐学术会议和期刊列表（TH-CPL）,TH-CPL.csv,2019,conference,IEEE Communications Society Conference on Sensor and Ad Hoc Communications and Networks,计算机网络；Computer Networks,SECON,,,,,,计算机网络,Computer Networks,B,6,,,,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,涵盖无线移动通信网络、传感与物联网、边缘智能、5G/6G、太赫兹通信、无人机通信、AI与机器学习、安全隐私、新型实验平台等前沿方向，强调跨学科创新研究。；关键词：无线通信；传感网络；物联网；边缘计算；5G/6G；太赫兹通信；无人机通信；AI与机器学习；安全与隐私；实验平台,http://secon2026.ieee-secon.org/call-papers,"The 22nd annual IEEE International Conference on Sensing, Communication and Networking (SECON) will provide a unique for",high,ok,2026-07-30T12:11:54+00:00
th_cpl,清华大学计算机学科群推荐学术会议和期刊列表（TH-CPL）,TH-CPL.csv,2019,conference,IFIP International Conferences on Networking,计算机网络；Computer Networks,Networking,,,,,,计算机网络,Computer Networks,B,7,,,,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,no_candidate_pages,2026-07-30T12:17:46+00:00
th_cpl,清华大学计算机学科群推荐学术会议和期刊列表（TH-CPL）,TH-CPL.csv,2019,conference,"IEEE International Symposium on a World of Wireless, Mobile and Multimedia Networks",计算机网络；Computer Networks,WoWMoM,,,,,,计算机网络,Computer Networks,B,8,,,,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,no_candidate_pages,2026-07-30T12:17:50+00:00
th_cpl,清华大学计算机学科群推荐学术会议和期刊列表（TH-CPL）,TH-CPL.csv,2019,conference,IEEE Wireless Communications & Networking Conference,计算机网络；Computer Networks,WCNC,,,,,,计算机网络,Computer Networks,B,9,,,,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,no_candidate_pages,2026-07-30T12:17:54+00:00
th_cpl,清华大学计算机学科群推荐学术会议和期刊列表（TH-CPL）,TH-CPL.csv,2019,conference,Architectures for Networking and Communications Systems,计算机网络；Computer Networks,ANCS,,,,,,计算机网络,Computer Networks,B,10,,,,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,no_candidate_pages,2026-07-30T12:18:00+00:00
th_cpl,清华大学计算机学科群推荐学术会议和期刊列表（TH-CPL）,TH-CPL.csv,2019,conference,International Workshop on Quality of Service,计算机网络；Computer Networks,IWQoS,,,,,,计算机网络,Computer Networks,B,11,,,,4,superseded: TH-CPL 2019 历史征稿页，已由当前年度范围取代。,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,IWQoS涵盖通信与网络中的服务质量（QoS）相关研究，包括物联网、云计算、边缘计算、机器学习、人工智能、区块链、网络安全、软件定义网络、信息中心网络、移动与下一代蜂窝网络、网络测量与管理等理论与实验研究。；关键词：服务质量；QoS；物联网；云计算；机器学习；网络安全；软件定义网络；网络测量,https://iwqos2019.ieee-iwqos.org/authors/call-for-symposium-papers/index.html,已废止自动候选：TH-CPL 2019 历史征稿页，已由当前年度范围取代。 Topics of interest include QoS issues in (but not limited to) the following areas: QoS in Internet of Things (IoT) ...,low,superseded,2026-07-30T12:18:11+00:00
th_cpl,清华大学计算机学科群推荐学术会议和期刊列表（TH-CPL）,TH-CPL.csv,2019,conference,"The International Symposium on Modeling and Optimization in Mobile, Ad Hoc, and Wireless Networks",计算机网络；Computer Networks,WiOpt,,,,,,计算机网络,Computer Networks,B,12,,,,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,no_candidate_pages,2026-07-30T12:18:18+00:00
th_cpl,清华大学计算机学科群推荐学术会议和期刊列表（TH-CPL）,TH-CPL.csv,2019,conference,ACM Conference on Information Centric Networking,计算机网络；Computer Networks,ICN,,,,,,计算机网络,Computer Networks,B,13,,,,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,no_candidate_pages,2026-07-30T12:18:21+00:00
th_cpl,清华大学计算机学科群推荐学术会议和期刊列表（TH-CPL）,TH-CPL.csv,2019,conference,International Conference on Network and Service Management,计算机网络；Computer Networks,CNSM,,,,,,计算机网络,Computer Networks,B,14,,,,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,no_candidate_pages,2026-07-30T12:18:25+00:00
th_cpl,清华大学计算机学科群推荐学术会议和期刊列表（TH-CPL）,TH-CPL.csv,2019,journal,IEEE Journal of Selected Areas in Communications,计算机网络；Computer Networks,JSAC,,,,,,计算机网络,Computer Networks,A,1,,,,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,no_candidate_pages,2026-07-30T12:18:28+00:00
th_cpl,清华大学计算机学科群推荐学术会议和期刊列表（TH-CPL）,TH-CPL.csv,2019,journal,IEEE Transactions on Mobile Computing,计算机网络；Computer Networks,TMC,,,,,,计算机网络,Computer Networks,A,2,,,,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://xplorestaging.ieee.org/xpl/RecentIssue.jsp?punumber=7755,页面仅显示期刊主页框架，无具体范围或征稿信息,low,not_relevant,2026-07-30T12:18:38+00:00
th_cpl,清华大学计算机学科群推荐学术会议和期刊列表（TH-CPL）,TH-CPL.csv,2019,journal,IEEE/ACM Transactions on Networking,计算机网络；Computer Networks,TON,,,,,,计算机网络,Computer Networks,A,3,,,,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,no_candidate_pages,2026-07-30T12:18:44+00:00
th_cpl,清华大学计算机学科群推荐学术会议和期刊列表（TH-CPL）,TH-CPL.csv,2019,journal,IEEE Transactions on Communications,计算机网络；Computer Networks,TCOM,,,,,,计算机网络,Computer Networks,A,4,,,,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,no_candidate_pages,2026-07-30T12:18:47+00:00
th_cpl,清华大学计算机学科群推荐学术会议和期刊列表（TH-CPL）,TH-CPL.csv,2019,journal,IEEE Transactions on Wireless Communications,计算机网络；Computer Networks,TWC,,,,,,计算机网络,Computer Networks,B,1,,,,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,no_candidate_pages,2026-07-30T12:18:52+00:00
th_cpl,清华大学计算机学科群推荐学术会议和期刊列表（TH-CPL）,TH-CPL.csv,2019,journal,Wireless Networks,计算机网络；Computer Networks,,,,,,,计算机网络,Computer Networks,B,2,,,,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,no_candidate_pages,2026-07-30T12:18:57+00:00
th_cpl,清华大学计算机学科群推荐学术会议和期刊列表（TH-CPL）,TH-CPL.csv,2019,journal,ACM Transactions on Sensor Networks,计算机网络；Computer Networks,TOSN,,,,,,计算机网络,Computer Networks,B,3,,,,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,no_candidate_pages,2026-07-30T12:19:02+00:00
th_cpl,清华大学计算机学科群推荐学术会议和期刊列表（TH-CPL）,TH-CPL.csv,2019,journal,Journal of Network and Computer Applications,计算机网络；Computer Networks,,,,,,,计算机网络,Computer Networks,B,4,,,,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,no_candidate_pages,2026-07-30T12:19:06+00:00
th_cpl,清华大学计算机学科群推荐学术会议和期刊列表（TH-CPL）,TH-CPL.csv,2019,journal,Computer Networks,计算机网络；Computer Networks,CN,,,,,,计算机网络,Computer Networks,B,5,,,,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,no_candidate_pages,2026-07-30T12:19:14+00:00
